Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename,Dataset,Memlimit,MinIters,Nbits,Order,Preprocs,Nthreads,Query,Algorithm,__pyience_timestamp__
30.01,615.97,2842570,689169,24.24,colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,ucr,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T14_19_36
560.69,987.02,2842570,1420372,49.97,colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,ucr,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T14_19_36
588.97,474.68,2842570,1267711,44.6,colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,ucr,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T14_19_36
589.46,470.8,2842570,1267711,44.6,colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,ucr,-1,1,8,f,Delta,0,0,LZO -9,2024-08-01T14_19_36
1019.97,971.8,2842570,742110,26.11,colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,ucr,-1,1,8,f,Delta,0,0,Huffman,2024-08-01T14_19_36
409.32,695.95,2842570,1225278,43.1,colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,ucr,-1,1,8,f,Delta,0,0,Snappy,2024-08-01T14_19_36
212.48,220.43,2842570,821304,28.89,colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,ucr,-1,1,8,f,Delta,0,0,Brotli -1,2024-08-01T14_19_36
5.09,444.5,2842570,650231,22.87,colmajor/uint8/ucr/NonInvasiveFatalECG_Thorax2.dat,ucr,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T14_19_36
114.6,320.9,1432955,402861,28.11,colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,ucr,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T14_19_36
1.35,395.9,1432955,315757,22.04,colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,ucr,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T14_19_36
349.29,570.67,1432955,359275,25.07,colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,ucr,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T14_19_36
31.98,658.12,1432955,325128,22.69,colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,ucr,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T14_19_36
576.98,1020.75,1432955,631521,44.07,colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,ucr,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T14_19_36
597.8,477.8,1432955,583418,40.71,colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,ucr,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T14_19_36
597.63,478.14,1432955,583418,40.71,colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,ucr,-1,1,8,f,Delta,0,0,LZO -9,2024-08-01T14_19_36
1034.17,997.26,1432955,402539,28.09,colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,ucr,-1,1,8,f,Delta,0,0,Huffman,2024-08-01T14_19_36
434.18,731.69,1432955,556908,38.86,colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,ucr,-1,1,8,f,Delta,0,0,Snappy,2024-08-01T14_19_36
238.42,240.39,1432955,374347,26.12,colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,ucr,-1,1,8,f,Delta,0,0,Brotli -1,2024-08-01T14_19_36
6.27,510.38,1432955,308139,21.5,colmajor/uint8/ucr/uWaveGestureLibrary_Y.dat,ucr,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T14_19_36
64.14,223.66,305995,212755,69.53,colmajor/uint8/ucr/FacesUCR.dat,ucr,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T14_19_36
29.24,212.66,305995,207920,67.95,colmajor/uint8/ucr/FacesUCR.dat,ucr,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T14_19_36
834.25,827.79,305995,207071,67.67,colmajor/uint8/ucr/FacesUCR.dat,ucr,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T14_19_36
57.67,560.32,305995,202025,66.02,colmajor/uint8/ucr/FacesUCR.dat,ucr,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T14_19_36
1098.63,2122.44,305995,301479,98.52,colmajor/uint8/ucr/FacesUCR.dat,ucr,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T14_19_36
1952.56,1641.6,305995,304248,99.43,colmajor/uint8/ucr/FacesUCR.dat,ucr,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T14_19_36
1941.63,674.9,305995,304248,99.43,colmajor/uint8/ucr/FacesUCR.dat,ucr,-1,1,8,f,Delta,0,0,LZO -9,2024-08-01T14_19_36
446.51,332.09,305995,207013,67.65,colmajor/uint8/ucr/FacesUCR.dat,ucr,-1,1,8,f,Delta,0,0,Huffman,2024-08-01T14_19_36
691.5,572.66,305995,299149,97.76,colmajor/uint8/ucr/FacesUCR.dat,ucr,-1,1,8,f,Delta,0,0,Snappy,2024-08-01T14_19_36
263.72,232.22,305995,204663,66.88,colmajor/uint8/ucr/FacesUCR.dat,ucr,-1,1,8,f,Delta,0,0,Brotli -1,2024-08-01T14_19_36
9.4,224.2,305995,201884,65.98,colmajor/uint8/ucr/FacesUCR.dat,ucr,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T14_19_36
83.92,246.84,124639,59444,47.69,colmajor/uint8/ucr/ECGFiveDays.dat,ucr,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T14_19_36
1.83,261.46,124639,51220,41.09,colmajor/uint8/ucr/ECGFiveDays.dat,ucr,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T14_19_36
